node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Car2	Kng1	10090.ENSMUSP00000029078	10090.ENSMUSP00000023589	0	0	0	0	0	0	0	0.474	0.474
Car2	Hbb-bs	10090.ENSMUSP00000029078	10090.ENSMUSP00000023934	0	0	0	0	0.078	0	0	0.282	0.310
Car2	Hc	10090.ENSMUSP00000029078	10090.ENSMUSP00000028233	0	0	0	0	0	0	0	0.190	0.190
Car2	Gsn	10090.ENSMUSP00000029078	10090.ENSMUSP00000028239	0	0	0	0	0.064	0	0	0.178	0.197
Car2	Cat	10090.ENSMUSP00000029078	10090.ENSMUSP00000028610	0	0	0	0	0.064	0	0	0.188	0.208
Car2	F2	10090.ENSMUSP00000029078	10090.ENSMUSP00000028681	0	0	0	0	0	0.042	0	0.171	0.171
Car2	Mug1	10090.ENSMUSP00000029078	10090.ENSMUSP00000032228	0	0	0	0	0.064	0	0	0.130	0.150
Car2	Mug2	10090.ENSMUSP00000029078	10090.ENSMUSP00000080469	0	0	0	0	0.064	0	0	0.130	0.150
Car2	Fn1	10090.ENSMUSP00000029078	10090.ENSMUSP00000054499	0	0	0	0	0	0	0	0.158	0.158
Car2	Cp	10090.ENSMUSP00000029078	10090.ENSMUSP00000088857	0	0	0	0	0.062	0	0	0.141	0.160
Car2	Ttr	10090.ENSMUSP00000029078	10090.ENSMUSP00000074783	0	0	0	0	0	0	0	0.165	0.165
Car2	Thbs1	10090.ENSMUSP00000029078	10090.ENSMUSP00000044903	0	0	0	0	0	0	0	0.170	0.170
Car2	Hspa5	10090.ENSMUSP00000029078	10090.ENSMUSP00000097747	0	0	0	0	0	0	0	0.171	0.171
Car2	Crp	10090.ENSMUSP00000029078	10090.ENSMUSP00000044665	0	0	0	0	0	0.047	0	0.183	0.188
Car2	Serpina1a	10090.ENSMUSP00000029078	10090.ENSMUSP00000082132	0	0	0	0	0	0.046	0	0.195	0.199
Car2	Serpina1d	10090.ENSMUSP00000029078	10090.ENSMUSP00000077909	0	0	0	0	0	0.046	0	0.195	0.199
Car2	Serpina1e	10090.ENSMUSP00000029078	10090.ENSMUSP00000082130	0	0	0	0	0	0.046	0	0.195	0.199
Car2	Serpina1b	10090.ENSMUSP00000029078	10090.ENSMUSP00000093101	0	0	0	0	0	0.046	0	0.195	0.199
Car2	Serpina1c	10090.ENSMUSP00000029078	10090.ENSMUSP00000073695	0	0	0	0	0	0.046	0	0.206	0.210
Car2	Pzp	10090.ENSMUSP00000029078	10090.ENSMUSP00000032510	0	0	0	0	0.064	0	0	0.203	0.222
Car2	Hba-a2	10090.ENSMUSP00000029078	10090.ENSMUSP00000090895	0	0	0	0	0.089	0	0	0.269	0.305
Car2	Ica	10090.ENSMUSP00000029078	10090.ENSMUSP00000035163	0	0	0	0	0	0.048	0	0.317	0.322
Car2	Gapdh	10090.ENSMUSP00000029078	10090.ENSMUSP00000113942	0	0	0	0	0	0	0	0.379	0.379
Car2	Trf	10090.ENSMUSP00000029078	10090.ENSMUSP00000035158	0	0	0	0	0.069	0.048	0	0.371	0.393
Car2	Serpinc1	10090.ENSMUSP00000029078	10090.ENSMUSP00000068971	0	0	0	0	0	0.046	0	0.528	0.531
Car2	Gc	10090.ENSMUSP00000029078	10090.ENSMUSP00000046636	0	0	0	0	0.061	0.048	0	0.554	0.566
Cat	Col1a1	10090.ENSMUSP00000028610	10090.ENSMUSP00000001547	0	0	0	0	0	0	0	0.223	0.223
Cat	Pon1	10090.ENSMUSP00000028610	10090.ENSMUSP00000002663	0	0	0	0	0.103	0	0	0.506	0.538
Cat	Eif2ak4	10090.ENSMUSP00000028610	10090.ENSMUSP00000005233	0.043	0	0	0	0	0	0	0.158	0.159
Cat	Prdx2	10090.ENSMUSP00000028610	10090.ENSMUSP00000005292	0.050	0	0	0	0.284	0.362	0	0.809	0.906
Cat	Hspa1l	10090.ENSMUSP00000028610	10090.ENSMUSP00000007248	0	0	0	0	0.063	0	0	0.277	0.293
Cat	Plg	10090.ENSMUSP00000028610	10090.ENSMUSP00000014578	0	0	0	0	0.093	0.056	0	0.398	0.439
Cat	Psmb1	10090.ENSMUSP00000028610	10090.ENSMUSP00000014913	0	0	0	0	0	0	0	0.403	0.403
Cat	Hspa8	10090.ENSMUSP00000028610	10090.ENSMUSP00000015800	0	0	0	0	0.063	0	0	0.440	0.453
Cat	Vtn	10090.ENSMUSP00000028610	10090.ENSMUSP00000017488	0	0	0	0	0.081	0	0	0.172	0.206
Cat	Cdk1	10090.ENSMUSP00000028610	10090.ENSMUSP00000020099	0	0	0	0	0	0	0	0.260	0.260
Cat	Egfr	10090.ENSMUSP00000028610	10090.ENSMUSP00000020329	0	0	0	0	0.061	0	0	0.467	0.478
Cat	Clu	10090.ENSMUSP00000028610	10090.ENSMUSP00000022616	0	0	0	0	0	0	0	0.258	0.258
Cat	Psmb5	10090.ENSMUSP00000028610	10090.ENSMUSP00000022803	0	0	0	0	0.062	0	0	0.262	0.278
Cat	Ywhaz	10090.ENSMUSP00000028610	10090.ENSMUSP00000022894	0	0	0	0	0	0.106	0	0.197	0.251
Cat	Tfrc	10090.ENSMUSP00000028610	10090.ENSMUSP00000023486	0	0	0	0	0.063	0	0	0.378	0.392
Cat	Kng1	10090.ENSMUSP00000028610	10090.ENSMUSP00000023589	0	0	0	0	0.087	0.042	0	0.188	0.228
Cat	Hbb-bs	10090.ENSMUSP00000028610	10090.ENSMUSP00000023934	0	0	0	0	0	0	0	0.172	0.172
Cat	Psmb8	10090.ENSMUSP00000028610	10090.ENSMUSP00000025196	0	0	0	0	0.062	0	0	0.214	0.231
Cat	Cfb	10090.ENSMUSP00000028610	10090.ENSMUSP00000025229	0	0	0	0	0.088	0.058	0	0.197	0.250
Cat	Rbp4	10090.ENSMUSP00000028610	10090.ENSMUSP00000025951	0	0	0	0	0.066	0	0	0.190	0.211
Cat	Cps1	10090.ENSMUSP00000028610	10090.ENSMUSP00000027144	0	0	0	0	0.084	0	0	0.133	0.172
Cat	Hc	10090.ENSMUSP00000028610	10090.ENSMUSP00000028233	0.102	0	0	0	0.087	0	0	0.215	0.300
Cat	Gsn	10090.ENSMUSP00000028610	10090.ENSMUSP00000028239	0	0	0	0	0.071	0	0	0.183	0.209
Cat	Piga	10090.ENSMUSP00000028610	10090.ENSMUSP00000033754	0	0	0	0	0.066	0	0	0.127	0.150
Cat	Spata5	10090.ENSMUSP00000028610	10090.ENSMUSP00000103747	0	0	0	0	0.052	0	0	0.142	0.151
Cat	Psmb2	10090.ENSMUSP00000028610	10090.ENSMUSP00000030642	0	0	0	0	0.062	0	0	0.135	0.154
Cat	Serpina3m	10090.ENSMUSP00000028610	10090.ENSMUSP00000130979	0	0	0	0	0.070	0	0	0.130	0.156
Cat	Psma1	10090.ENSMUSP00000028610	10090.ENSMUSP00000033008	0	0	0	0	0.063	0	0	0.139	0.159
Cat	Postn	10090.ENSMUSP00000028610	10090.ENSMUSP00000072773	0.114	0	0	0	0	0	0	0.092	0.161
Cat	Serpina3k	10090.ENSMUSP00000028610	10090.ENSMUSP00000042095	0	0	0	0	0.077	0	0	0.133	0.165
Cat	Lrp1	10090.ENSMUSP00000028610	10090.ENSMUSP00000044004	0	0	0	0	0	0	0	0.171	0.171
Cat	Lcat	10090.ENSMUSP00000028610	10090.ENSMUSP00000038232	0	0	0	0	0	0	0	0.178	0.177
Cat	Serpina1c	10090.ENSMUSP00000028610	10090.ENSMUSP00000073695	0	0	0	0	0.079	0	0	0.152	0.185
Cat	Cfh	10090.ENSMUSP00000028610	10090.ENSMUSP00000107607	0	0	0	0	0.084	0	0	0.147	0.185
Cat	Tgm2	10090.ENSMUSP00000028610	10090.ENSMUSP00000099411	0	0	0	0	0.068	0	0	0.172	0.195
Cat	Thbs1	10090.ENSMUSP00000028610	10090.ENSMUSP00000044903	0	0	0	0	0	0	0	0.197	0.197
Cat	Serpinc1	10090.ENSMUSP00000028610	10090.ENSMUSP00000068971	0	0	0	0	0.065	0	0	0.179	0.199
Cat	Mug1	10090.ENSMUSP00000028610	10090.ENSMUSP00000032228	0.102	0	0	0	0.089	0	0	0.104	0.203
Cat	Mug2	10090.ENSMUSP00000028610	10090.ENSMUSP00000080469	0.102	0	0	0	0.089	0	0	0.104	0.203
Cat	Gc	10090.ENSMUSP00000028610	10090.ENSMUSP00000046636	0	0	0	0	0.092	0	0	0.167	0.211
Cat	Trf	10090.ENSMUSP00000028610	10090.ENSMUSP00000035158	0	0	0	0	0.082	0	0	0.186	0.222
Cat	Vcp	10090.ENSMUSP00000028610	10090.ENSMUSP00000030164	0	0	0	0	0.052	0	0	0.224	0.233
Cat	Ttr	10090.ENSMUSP00000028610	10090.ENSMUSP00000074783	0	0	0	0	0.083	0	0	0.221	0.255
Cat	Vwf	10090.ENSMUSP00000028610	10090.ENSMUSP00000107873	0	0	0	0	0	0	0	0.259	0.258
Cat	Qsox1	10090.ENSMUSP00000028610	10090.ENSMUSP00000035658	0	0	0	0	0	0	0	0.306	0.306
Cat	Pzp	10090.ENSMUSP00000028610	10090.ENSMUSP00000032510	0.102	0	0	0	0.084	0	0	0.232	0.314
Cat	Hspa2	10090.ENSMUSP00000028610	10090.ENSMUSP00000079306	0	0	0	0	0.063	0	0	0.306	0.322
Cat	Hpx	10090.ENSMUSP00000028610	10090.ENSMUSP00000033185	0	0	0	0	0.087	0	0	0.294	0.328
Cat	Sepp1	10090.ENSMUSP00000028610	10090.ENSMUSP00000124305	0	0	0	0	0.090	0	0	0.301	0.336
Cat	Pkm	10090.ENSMUSP00000028610	10090.ENSMUSP00000034834	0	0	0	0	0.063	0	0	0.355	0.370
Cat	Hp	10090.ENSMUSP00000028610	10090.ENSMUSP00000074436	0	0	0	0	0.079	0.058	0	0.373	0.408
Cat	F2	10090.ENSMUSP00000028610	10090.ENSMUSP00000028681	0	0	0	0	0.081	0.056	0	0.431	0.463
Cat	Fn1	10090.ENSMUSP00000028610	10090.ENSMUSP00000054499	0	0	0	0	0	0	0	0.479	0.479
Cat	Hspa1a	10090.ENSMUSP00000028610	10090.ENSMUSP00000084586	0	0	0	0	0.063	0	0	0.473	0.485
Cat	Lap3	10090.ENSMUSP00000028610	10090.ENSMUSP00000040222	0	0	0	0	0.120	0.401	0	0.201	0.542
Cat	Idh2	10090.ENSMUSP00000028610	10090.ENSMUSP00000103007	0	0	0	0	0.106	0.135	0	0.458	0.544
Cat	Crp	10090.ENSMUSP00000028610	10090.ENSMUSP00000044665	0	0	0	0	0.062	0	0	0.570	0.580
Cat	Cp	10090.ENSMUSP00000028610	10090.ENSMUSP00000088857	0.043	0	0	0	0.085	0	0	0.608	0.627
Cat	Hspa5	10090.ENSMUSP00000028610	10090.ENSMUSP00000097747	0	0	0	0	0.062	0	0	0.637	0.645
Cat	Hspa1b	10090.ENSMUSP00000028610	10090.ENSMUSP00000133815	0	0	0	0	0.063	0	0	0.683	0.690
Cat	Gapdh	10090.ENSMUSP00000028610	10090.ENSMUSP00000113942	0	0	0	0	0.065	0	0	0.735	0.741
Cat	Gpx3	10090.ENSMUSP00000028610	10090.ENSMUSP00000081011	0	0	0	0	0.141	0.379	0	0.800	0.884
Cat	Gpx1	10090.ENSMUSP00000028610	10090.ENSMUSP00000081010	0	0	0	0	0.159	0.379	0	0.919	0.954
Cd5l	Cfp	10090.ENSMUSP00000015998	10090.ENSMUSP00000001156	0	0.003	0	0	0.273	0	0	0.181	0.379
Cd5l	Pon1	10090.ENSMUSP00000015998	10090.ENSMUSP00000002663	0	0	0	0	0.178	0	0	0.172	0.290
Cd5l	Itih3	10090.ENSMUSP00000015998	10090.ENSMUSP00000006697	0	0	0	0	0.151	0	0	0	0.151
Cd5l	Itih4	10090.ENSMUSP00000015998	10090.ENSMUSP00000006703	0	0	0	0	0.189	0	0	0.121	0.257
Cd5l	Saa4	10090.ENSMUSP00000015998	10090.ENSMUSP00000006952	0	0	0	0	0.106	0	0	0.207	0.261
Cd5l	Plg	10090.ENSMUSP00000015998	10090.ENSMUSP00000014578	0	0	0	0	0.223	0	0	0.072	0.248
Cd5l	Gpld1	10090.ENSMUSP00000015998	10090.ENSMUSP00000021773	0	0	0	0	0.120	0	0	0.075	0.151
Cd5l	Ywhaz	10090.ENSMUSP00000015998	10090.ENSMUSP00000022894	0	0	0	0	0	0	0	0.159	0.158
Cd5l	Lcat	10090.ENSMUSP00000015998	10090.ENSMUSP00000038232	0	0	0	0	0.131	0	0	0.071	0.158
Cd5l	Mup18	10090.ENSMUSP00000015998	10090.ENSMUSP00000095648	0	0	0	0	0.161	0	0	0	0.161
Cd5l	Mup12	10090.ENSMUSP00000015998	10090.ENSMUSP00000112787	0	0	0	0	0.162	0	0	0	0.161
Cd5l	Mup10	10090.ENSMUSP00000015998	10090.ENSMUSP00000095655	0	0	0	0	0.166	0	0	0	0.165
Cd5l	Mup17	10090.ENSMUSP00000015998	10090.ENSMUSP00000103108	0	0	0	0	0.166	0	0	0	0.165
Cd5l	Ecm1	10090.ENSMUSP00000015998	10090.ENSMUSP00000112665	0	0	0	0	0.082	0	0	0.130	0.167
Cd5l	Cpn2	10090.ENSMUSP00000015998	10090.ENSMUSP00000069318	0	0	0	0	0.170	0	0	0	0.170
Cd5l	Thbs1	10090.ENSMUSP00000015998	10090.ENSMUSP00000044903	0	0	0	0	0	0	0	0.172	0.171
Cd5l	Colec10	10090.ENSMUSP00000015998	10090.ENSMUSP00000037867	0	0	0	0	0.172	0	0	0	0.172
Cd5l	Mug2	10090.ENSMUSP00000015998	10090.ENSMUSP00000080469	0	0	0	0	0.175	0	0	0	0.175
Cd5l	Mst1	10090.ENSMUSP00000015998	10090.ENSMUSP00000035211	0	0	0	0	0.175	0	0	0	0.175
Cd5l	Mug1	10090.ENSMUSP00000015998	10090.ENSMUSP00000032228	0	0	0	0	0.178	0	0	0	0.177
Cd5l	Hc	10090.ENSMUSP00000015998	10090.ENSMUSP00000028233	0	0	0	0	0.180	0	0	0	0.179
Cd5l	Saa2	10090.ENSMUSP00000015998	10090.ENSMUSP00000075365	0	0	0	0	0.136	0	0	0.092	0.181
Cd5l	Igfals	10090.ENSMUSP00000015998	10090.ENSMUSP00000060169	0	0	0	0	0.183	0	0	0.042	0.184
Cd5l	F5	10090.ENSMUSP00000015998	10090.ENSMUSP00000083204	0	0	0	0	0.184	0	0	0	0.184
Cd5l	Proz	10090.ENSMUSP00000015998	10090.ENSMUSP00000033822	0	0	0	0	0.185	0	0	0	0.185
Cd5l	Cps1	10090.ENSMUSP00000015998	10090.ENSMUSP00000027144	0	0	0	0	0.186	0	0	0	0.186
Cd5l	Serpinf2	10090.ENSMUSP00000015998	10090.ENSMUSP00000048704	0	0	0	0	0.178	0	0	0.056	0.190
Cd5l	Serpind1	10090.ENSMUSP00000015998	10090.ENSMUSP00000023450	0	0	0	0	0.186	0	0	0.048	0.192
Cd5l	Ces3a	10090.ENSMUSP00000015998	10090.ENSMUSP00000090910	0	0	0	0	0.192	0	0	0	0.192
Cd5l	Crp	10090.ENSMUSP00000015998	10090.ENSMUSP00000044665	0	0	0	0	0.111	0	0	0.128	0.192
Cd5l	Colec11	10090.ENSMUSP00000015998	10090.ENSMUSP00000049285	0	0	0	0	0.171	0	0	0.068	0.195
Cd5l	Masp2	10090.ENSMUSP00000015998	10090.ENSMUSP00000049729	0	0	0	0	0.175	0	0	0.063	0.195
Cd5l	Serpina3m	10090.ENSMUSP00000015998	10090.ENSMUSP00000130979	0	0	0	0	0.179	0	0	0.061	0.196
Cd5l	F7	10090.ENSMUSP00000015998	10090.ENSMUSP00000033820	0	0.002	0	0	0.197	0	0	0	0.197
Cd5l	Cpb2	10090.ENSMUSP00000015998	10090.ENSMUSP00000022576	0	0	0	0	0.197	0	0	0	0.197
Cd5l	F13b	10090.ENSMUSP00000015998	10090.ENSMUSP00000027615	0	0	0	0	0.198	0	0	0	0.198
Cd5l	Trf	10090.ENSMUSP00000015998	10090.ENSMUSP00000035158	0	0	0	0	0.113	0	0	0.136	0.201
Cd5l	F12	10090.ENSMUSP00000015998	10090.ENSMUSP00000021948	0	0	0	0	0.194	0	0	0.051	0.202
Cd5l	Mbl1	10090.ENSMUSP00000015998	10090.ENSMUSP00000048765	0	0	0	0	0.203	0	0	0	0.203
Cd5l	Gsn	10090.ENSMUSP00000015998	10090.ENSMUSP00000028239	0	0	0	0	0	0	0	0.205	0.205
Cd5l	Spp2	10090.ENSMUSP00000015998	10090.ENSMUSP00000027518	0	0	0	0	0.176	0	0	0.075	0.205
Cd5l	Pglyrp2	10090.ENSMUSP00000015998	10090.ENSMUSP00000129964	0	0	0	0	0.201	0	0	0.045	0.205
Cd5l	Serpina3k	10090.ENSMUSP00000015998	10090.ENSMUSP00000042095	0	0	0	0	0.191	0	0	0.061	0.208
Cd5l	Cfh	10090.ENSMUSP00000015998	10090.ENSMUSP00000107607	0	0	0	0	0.133	0	0	0.129	0.212
Cd5l	Hgfac	10090.ENSMUSP00000015998	10090.ENSMUSP00000030985	0	0.001	0	0	0.187	0	0	0.070	0.213
Cd5l	Pf4	10090.ENSMUSP00000015998	10090.ENSMUSP00000031320	0	0	0	0	0.067	0	0	0.194	0.215
Cd5l	F10	10090.ENSMUSP00000015998	10090.ENSMUSP00000068389	0	0.001	0	0	0.216	0	0	0	0.216
Cd5l	Ces1c	10090.ENSMUSP00000015998	10090.ENSMUSP00000034189	0	0	0	0	0.218	0	0	0	0.218
Cd5l	Itih2	10090.ENSMUSP00000015998	10090.ENSMUSP00000046530	0	0	0	0	0.183	0	0	0.087	0.222
Cd5l	Fgb	10090.ENSMUSP00000015998	10090.ENSMUSP00000039472	0	0	0	0	0.214	0	0	0.053	0.223
Cd5l	Pltp	10090.ENSMUSP00000015998	10090.ENSMUSP00000061519	0	0	0	0	0.076	0	0	0.195	0.225
Cd5l	Serpina1e	10090.ENSMUSP00000015998	10090.ENSMUSP00000082130	0	0	0	0	0.184	0	0	0.095	0.230
Cd5l	Lum	10090.ENSMUSP00000015998	10090.ENSMUSP00000040877	0	0	0	0	0	0	0	0.235	0.235
Cd5l	Orm2	10090.ENSMUSP00000015998	10090.ENSMUSP00000074810	0	0	0	0	0.179	0	0	0.111	0.239
Cd5l	Serpina10	10090.ENSMUSP00000015998	10090.ENSMUSP00000048357	0	0	0	0	0.144	0	0	0.147	0.239
Cd5l	Serpina6	10090.ENSMUSP00000015998	10090.ENSMUSP00000044033	0	0	0	0	0.211	0	0	0.079	0.243
Cd5l	Saa1	10090.ENSMUSP00000015998	10090.ENSMUSP00000119150	0	0	0	0	0.152	0	0	0.147	0.245
Cd5l	Pigr	10090.ENSMUSP00000015998	10090.ENSMUSP00000027675	0	0	0	0	0.155	0	0	0.152	0.253
Cd5l	Mbl2	10090.ENSMUSP00000015998	10090.ENSMUSP00000025797	0	0	0	0	0.170	0	0	0.138	0.254
Cd5l	Ttr	10090.ENSMUSP00000015998	10090.ENSMUSP00000074783	0	0	0	0	0.100	0	0	0.207	0.256
Cd5l	Serpina1b	10090.ENSMUSP00000015998	10090.ENSMUSP00000093101	0	0	0	0	0.213	0	0	0.095	0.258
Cd5l	Fetub	10090.ENSMUSP00000015998	10090.ENSMUSP00000023587	0	0	0	0	0.164	0	0	0.152	0.262
Cd5l	Serpina1d	10090.ENSMUSP00000015998	10090.ENSMUSP00000077909	0	0	0	0	0.219	0	0	0.095	0.263
Cd5l	Serpina1c	10090.ENSMUSP00000015998	10090.ENSMUSP00000073695	0	0	0	0	0.219	0	0	0.095	0.263
Cd5l	Serpina1a	10090.ENSMUSP00000015998	10090.ENSMUSP00000082132	0	0	0	0	0.219	0	0	0.095	0.263
Cd5l	Fga	10090.ENSMUSP00000015998	10090.ENSMUSP00000133117	0	0	0	0	0.219	0	0	0.100	0.267
Cd5l	Clu	10090.ENSMUSP00000015998	10090.ENSMUSP00000022616	0	0	0	0	0	0	0	0.274	0.274
Cd5l	Fgg	10090.ENSMUSP00000015998	10090.ENSMUSP00000037018	0	0	0	0	0.204	0	0	0.126	0.274
Cd5l	Cp	10090.ENSMUSP00000015998	10090.ENSMUSP00000088857	0	0	0	0	0.135	0	0	0.196	0.274
Cd5l	Cfb	10090.ENSMUSP00000015998	10090.ENSMUSP00000025229	0	0	0	0	0.203	0	0	0.132	0.278
Cd5l	Vtn	10090.ENSMUSP00000015998	10090.ENSMUSP00000017488	0	0	0	0	0.131	0	0	0.205	0.279
Cd5l	Rbp4	10090.ENSMUSP00000015998	10090.ENSMUSP00000025951	0	0	0	0	0.141	0	0	0.215	0.297
Cd5l	Orm1	10090.ENSMUSP00000015998	10090.ENSMUSP00000030044	0	0	0	0	0.188	0	0	0.185	0.310
Cd5l	Tgm2	10090.ENSMUSP00000015998	10090.ENSMUSP00000099411	0	0	0	0	0.103	0	0	0.283	0.329
Cd5l	F2	10090.ENSMUSP00000015998	10090.ENSMUSP00000028681	0	0	0	0	0.184	0	0	0.221	0.337
Cd5l	Igj	10090.ENSMUSP00000015998	10090.ENSMUSP00000084259	0	0	0	0	0	0	0	0.339	0.339
Cd5l	Hpx	10090.ENSMUSP00000015998	10090.ENSMUSP00000033185	0	0	0	0	0.188	0	0	0.220	0.340
Cd5l	Gc	10090.ENSMUSP00000015998	10090.ENSMUSP00000046636	0	0	0	0	0.188	0	0	0.223	0.343
Cd5l	Cfi	10090.ENSMUSP00000015998	10090.ENSMUSP00000077074	0	0	0	0	0.206	0	0	0.220	0.355
Cd5l	Itih1	10090.ENSMUSP00000015998	10090.ENSMUSP00000126449	0	0	0	0	0.218	0	0	0.212	0.358
Cd5l	Pzp	10090.ENSMUSP00000015998	10090.ENSMUSP00000032510	0	0	0	0	0.163	0	0	0.278	0.369
Cd5l	Hp	10090.ENSMUSP00000015998	10090.ENSMUSP00000074436	0	0	0	0	0.171	0	0	0.296	0.392
Cd5l	Fcna	10090.ENSMUSP00000015998	10090.ENSMUSP00000028307	0	0	0	0	0.300	0	0	0.167	0.393
Cd5l	Kng1	10090.ENSMUSP00000015998	10090.ENSMUSP00000023589	0	0	0	0	0.187	0	0	0.291	0.399
Cd5l	Hrg	10090.ENSMUSP00000015998	10090.ENSMUSP00000023590	0	0	0	0	0.219	0	0	0.498	0.591
Cdk1	Rpl13	10090.ENSMUSP00000020099	10090.ENSMUSP00000000756	0	0	0	0	0.118	0	0	0.078	0.152
Cdk1	Col1a1	10090.ENSMUSP00000020099	10090.ENSMUSP00000001547	0	0	0	0	0.076	0	0	0.196	0.226
Cdk1	Eif2ak4	10090.ENSMUSP00000020099	10090.ENSMUSP00000005233	0	0	0	0.619	0.064	0.132	0	0.221	0.213
Cdk1	Prdx2	10090.ENSMUSP00000020099	10090.ENSMUSP00000005292	0	0	0	0	0.052	0.101	0	0.247	0.302
Cdk1	Psmd2	10090.ENSMUSP00000020099	10090.ENSMUSP00000007212	0	0	0	0	0.062	0.204	0	0.143	0.304
Cdk1	Plg	10090.ENSMUSP00000020099	10090.ENSMUSP00000014578	0	0	0	0	0	0	0	0.158	0.157
Cdk1	Hspa8	10090.ENSMUSP00000020099	10090.ENSMUSP00000015800	0	0	0	0	0.062	0.079	0	0.250	0.295
Cdk1	Tns4	10090.ENSMUSP00000020099	10090.ENSMUSP00000017751	0	0	0	0	0.051	0.164	0	0.067	0.195
Cdk1	Psmb6	10090.ENSMUSP00000020099	10090.ENSMUSP00000018430	0	0	0	0	0.061	0	0	0.153	0.170
Cdk1	Thbs1	10090.ENSMUSP00000020099	10090.ENSMUSP00000044903	0	0	0	0	0.058	0	0	0.143	0.158
Cdk1	Psmb5	10090.ENSMUSP00000020099	10090.ENSMUSP00000022803	0	0	0	0	0.062	0.059	0	0.124	0.159
Cdk1	Idh2	10090.ENSMUSP00000020099	10090.ENSMUSP00000103007	0	0	0	0	0.089	0	0	0.121	0.165
Cdk1	Rpl7	10090.ENSMUSP00000020099	10090.ENSMUSP00000071616	0	0.005	0	0	0.124	0	0	0.087	0.166
Cdk1	Psma2	10090.ENSMUSP00000020099	10090.ENSMUSP00000129767	0	0	0	0	0.078	0	0	0.133	0.167
Cdk1	F2	10090.ENSMUSP00000020099	10090.ENSMUSP00000028681	0	0	0	0	0	0	0	0.167	0.167
Cdk1	Psma6	10090.ENSMUSP00000020099	10090.ENSMUSP00000021412	0	0	0	0	0.062	0.130	0	0.072	0.176
Cdk1	Gpx1	10090.ENSMUSP00000020099	10090.ENSMUSP00000081010	0	0	0	0	0.082	0.088	0	0.096	0.178
Cdk1	Clu	10090.ENSMUSP00000020099	10090.ENSMUSP00000022616	0	0	0	0	0.061	0	0	0.162	0.180
Cdk1	Katnal2	10090.ENSMUSP00000020099	10090.ENSMUSP00000026486	0	0	0	0	0.062	0.130	0	0.077	0.181
Cdk1	Psmc2	10090.ENSMUSP00000020099	10090.ENSMUSP00000030769	0	0	0	0	0.061	0.133	0	0.077	0.182
Cdk1	Tfrc	10090.ENSMUSP00000020099	10090.ENSMUSP00000023486	0	0	0	0	0.080	0	0	0.149	0.184
Cdk1	Piga	10090.ENSMUSP00000020099	10090.ENSMUSP00000033754	0	0	0	0	0.082	0.138	0	0.060	0.191
Cdk1	Hspa1a	10090.ENSMUSP00000020099	10090.ENSMUSP00000084586	0	0	0	0	0.061	0.079	0	0.149	0.199
Cdk1	Psma7	10090.ENSMUSP00000020099	10090.ENSMUSP00000029082	0	0	0	0	0.061	0.090	0	0.141	0.202
Cdk1	Spata5	10090.ENSMUSP00000020099	10090.ENSMUSP00000103747	0	0	0	0	0.089	0.080	0	0.168	0.242
Cdk1	Pkm	10090.ENSMUSP00000020099	10090.ENSMUSP00000034834	0	0	0	0	0.092	0.089	0	0.219	0.298
Cdk1	Hspa5	10090.ENSMUSP00000020099	10090.ENSMUSP00000097747	0	0	0	0	0.061	0.079	0	0.268	0.311
Cdk1	Vcp	10090.ENSMUSP00000020099	10090.ENSMUSP00000030164	0	0	0	0	0.062	0.080	0	0.272	0.317
Cdk1	Fn1	10090.ENSMUSP00000020099	10090.ENSMUSP00000054499	0	0	0	0	0.089	0.046	0	0.359	0.394
Cdk1	Ywhaz	10090.ENSMUSP00000020099	10090.ENSMUSP00000022894	0	0	0	0	0.050	0.163	0.348	0.191	0.524
Cdk1	Hspa1b	10090.ENSMUSP00000020099	10090.ENSMUSP00000133815	0	0	0	0	0.061	0.079	0	0.542	0.569
Cdk1	Gapdh	10090.ENSMUSP00000020099	10090.ENSMUSP00000113942	0	0	0	0	0.065	0.058	0	0.650	0.665
Cdk1	Egfr	10090.ENSMUSP00000020099	10090.ENSMUSP00000020329	0	0	0	0.616	0	0.603	0	0.591	0.690
Cdk1	Hspa2	10090.ENSMUSP00000020099	10090.ENSMUSP00000079306	0	0	0	0	0.051	0.694	0	0.158	0.734
Cdk1	Ect2	10090.ENSMUSP00000020099	10090.ENSMUSP00000103935	0	0	0	0	0.953	0.130	0	0.573	0.981
Cdk1	Mad2l1	10090.ENSMUSP00000020099	10090.ENSMUSP00000098897	0	0	0	0	0.980	0.150	0.600	0.658	0.997
Ces1c	Pon1	10090.ENSMUSP00000034189	10090.ENSMUSP00000002663	0	0	0	0	0.362	0	0	0.414	0.610
Ces1c	Itih3	10090.ENSMUSP00000034189	10090.ENSMUSP00000006697	0	0	0	0	0.236	0	0	0	0.236
Ces1c	Itih4	10090.ENSMUSP00000034189	10090.ENSMUSP00000006703	0	0	0	0	0.271	0	0	0	0.271
Ces1c	Saa4	10090.ENSMUSP00000034189	10090.ENSMUSP00000006952	0	0	0	0	0.164	0	0	0	0.163
Ces1c	Plg	10090.ENSMUSP00000034189	10090.ENSMUSP00000014578	0	0	0	0	0.644	0.046	0	0.058	0.653
